sensor_id,lokasi,tipe_sensor,timestamp,suhu,kelembapan,amonia,status_pintu,tekanan,pm25
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:26.384597+00:00,,,5.19,,,7.79
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:26.387825+00:00,,,,0,,6.15
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:26.391864+00:00,,,,0,,7.17
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:26.392805+00:00,,,,,68.53,18.91
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:26.393330+00:00,,,,,78.84,11.36
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:33.511054+00:00,-20.66,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:33.511475+00:00,-21.26,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:33.511831+00:00,,87.67,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:33.512153+00:00,,93.7,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:33.512379+00:00,,,1.16,,,1.74
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:33.512702+00:00,,,1.8,,,2.7
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:33.513316+00:00,,,,0,,15.68
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:33.513953+00:00,,,,0,,18.13
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:33.514290+00:00,,,,,73.3,10.82
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:33.514585+00:00,,,,,77.08,27.19
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:36.395081+00:00,-18.08,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:36.395645+00:00,-20.08,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:36.396177+00:00,,90.94,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:36.396524+00:00,,93.77,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:36.396722+00:00,,,6.06,,,9.09
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:36.397095+00:00,,,3.19,,,4.79
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:36.397214+00:00,,,,0,,19.32
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:36.397437+00:00,,,,0,,14.57
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:36.397626+00:00,,,,,76.66,17.12
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:36.398046+00:00,,,,,58.69,16.06
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:43.515267+00:00,-18.02,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:43.515747+00:00,-5.87,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:43.516127+00:00,,94.06,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:43.516433+00:00,,55.05,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:43.516751+00:00,,,1.02,,,1.53
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:43.517079+00:00,,,6.92,,,10.38
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:43.517343+00:00,,,,0,,14.26
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:43.517668+00:00,,,,0,,6.79
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:43.517984+00:00,,,,,51.39,20.11
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:43.518309+00:00,,,,,50.5,22.43
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:46.399532+00:00,-20.88,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:46.399880+00:00,-18.61,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:46.400097+00:00,,93.08,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:46.400283+00:00,,53.83,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:46.400448+00:00,,,7.25,,,10.88
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:46.400615+00:00,,,7.43,,,11.14
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:46.400773+00:00,,,,0,,14.57
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:46.400909+00:00,,,,0,,13.39
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:46.401056+00:00,,,,,67.28,24.31
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:46.401231+00:00,,,,,76.24,16.58
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:53.519074+00:00,-20.22,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:53.519747+00:00,-18.01,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:53.520461+00:00,,86.47,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:53.520848+00:00,,89.96,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:53.521230+00:00,,,1.1,,,1.65
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:53.521489+00:00,,,8.43,,,12.64
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:53.522134+00:00,,,,0,,9.99
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:53.522496+00:00,,,,0,,12.39
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:53.522743+00:00,,,,,62.94,27.99
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:53.522997+00:00,,,,,54.69,18.05
TEMP-A1,Cold Room A,suhu,2026-05-07T08:36:56.401757+00:00,-5.02,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:36:56.402160+00:00,-18.67,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:36:56.402567+00:00,,89.49,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:36:56.402988+00:00,,86.43,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:36:56.403234+00:00,,,1.74,,,2.61
NH3-B1,Cold Room B,amonia,2026-05-07T08:36:56.403475+00:00,,,3.54,,,5.31
DOOR-A1,Cold Room A,pintu,2026-05-07T08:36:56.404450+00:00,,,,0,,10.5
DOOR-B1,Cold Room B,pintu,2026-05-07T08:36:56.407683+00:00,,,,0,,10.06
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:36:56.409343+00:00,,,,,67.9,25.9
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:36:56.409791+00:00,,,,,60.95,22.88
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:03.523810+00:00,-19.81,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:03.524236+00:00,-20.86,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:03.524603+00:00,,94.72,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:03.524934+00:00,,89.69,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:03.525279+00:00,,,2.6,,,3.9
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:03.525603+00:00,,,7.94,,,11.91
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:03.525910+00:00,,,,0,,10.08
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:03.526223+00:00,,,,0,,8.22
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:03.526697+00:00,,,,,7.81,185.49
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:03.527158+00:00,,,,,59.56,11.0
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:06.413482+00:00,-21.73,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:06.414776+00:00,-18.0,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:06.416926+00:00,,89.2,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:06.418582+00:00,,87.6,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:06.420178+00:00,,,7.13,,,10.7
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:06.422150+00:00,,,5.26,,,7.89
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:06.423259+00:00,,,,0,,14.58
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:06.425399+00:00,,,,0,,15.01
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:06.428854+00:00,,,,,62.39,20.75
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:06.430848+00:00,,,,,56.68,19.16
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:13.528230+00:00,-20.9,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:13.528426+00:00,-5.18,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:13.528646+00:00,,90.38,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:13.528837+00:00,,91.18,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:13.528996+00:00,,,0.73,,,1.09
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:13.529170+00:00,,,9.49,,,14.23
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:13.529322+00:00,,,,0,,16.46
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:13.529509+00:00,,,,0,,13.23
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:13.529670+00:00,,,,,52.61,18.29
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:13.529819+00:00,,,,,56.27,19.36
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:16.434738+00:00,-20.35,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:16.436732+00:00,-21.27,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:16.437945+00:00,,91.94,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:16.442309+00:00,,88.02,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:16.443773+00:00,,,37.36,,,224.16
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:16.447013+00:00,,,5.84,,,8.76
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:16.448555+00:00,,,,0,,18.99
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:16.450119+00:00,,,,0,,19.9
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:16.451751+00:00,,,,,58.59,28.36
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:16.452368+00:00,,,,,75.87,16.9
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:23.530286+00:00,-6.52,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:23.530752+00:00,-19.07,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:23.531213+00:00,,88.76,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:23.531573+00:00,,86.85,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:23.531921+00:00,,,4.36,,,6.54
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:23.532245+00:00,,,6.37,,,9.55
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:23.532526+00:00,,,,0,,6.37
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:23.532908+00:00,,,,0,,19.81
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:23.533260+00:00,,,,,77.54,19.17
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:23.534196+00:00,,,,,75.99,16.89
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:26.461366+00:00,-20.24,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:26.462290+00:00,-19.88,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:26.463243+00:00,,88.19,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:26.463974+00:00,,90.26,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:26.464521+00:00,,,4.19,,,6.29
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:26.465077+00:00,,,5.22,,,7.83
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:26.467687+00:00,,,,0,,17.22
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:26.468658+00:00,,,,0,,6.24
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:26.469753+00:00,,,,,63.59,11.21
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:26.470977+00:00,,,,,58.83,20.51
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:33.535363+00:00,-18.61,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:33.535600+00:00,-21.26,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:33.535840+00:00,,92.23,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:33.536013+00:00,,89.39,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:33.536167+00:00,,,9.49,,,14.23
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:33.536357+00:00,,,2.43,,,3.65
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:33.536500+00:00,,,,0,,6.01
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:33.536649+00:00,,,,0,,17.68
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:33.536809+00:00,,,,,76.09,22.17
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:33.536976+00:00,,,,,77.15,24.36
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:36.478784+00:00,-21.74,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:36.480357+00:00,-18.63,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:36.484714+00:00,,93.61,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:36.487327+00:00,,91.5,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:36.493267+00:00,,,3.81,,,5.71
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:36.499930+00:00,,,7.67,,,11.5
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:36.506181+00:00,,,,0,,16.94
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:36.508124+00:00,,,,0,,8.97
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:36.510649+00:00,,,,,66.74,11.5
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:36.512161+00:00,,,,,61.8,28.6
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:43.537686+00:00,-18.26,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:43.537902+00:00,-21.8,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:43.538075+00:00,,93.64,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:43.538245+00:00,,91.93,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:43.538393+00:00,,,8.57,,,12.86
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:43.538538+00:00,,,7.08,,,10.62
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:43.538681+00:00,,,,0,,6.23
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:43.538823+00:00,,,,0,,19.08
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:43.538970+00:00,,,,,74.04,15.7
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:43.539139+00:00,,,,,75.41,23.76
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:46.514686+00:00,-21.28,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:46.515403+00:00,-19.69,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:46.518770+00:00,,88.65,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:46.520185+00:00,,90.1,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:46.521473+00:00,,,3.67,,,5.5
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:46.523530+00:00,,,6.88,,,10.32
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:46.526537+00:00,,,,0,,8.08
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:46.527533+00:00,,,,0,,10.06
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:46.528130+00:00,,,,,71.89,10.7
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:46.528940+00:00,,,,,78.31,19.76
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:53.540806+00:00,-20.02,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:53.541108+00:00,-20.2,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:53.541256+00:00,,57.6,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:53.541437+00:00,,90.68,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:53.541623+00:00,,,1.14,,,1.71
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:53.541794+00:00,,,8.73,,,13.1
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:53.541992+00:00,,,,0,,16.49
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:53.542145+00:00,,,,0,,19.23
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:53.542328+00:00,,,,,67.15,26.31
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:53.542525+00:00,,,,,56.57,27.91
TEMP-A1,Cold Room A,suhu,2026-05-07T08:37:56.534541+00:00,-21.14,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:37:56.537886+00:00,-5.95,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:37:56.539351+00:00,,88.66,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:37:56.541592+00:00,,86.11,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:37:56.544528+00:00,,,2.13,,,3.19
NH3-B1,Cold Room B,amonia,2026-05-07T08:37:56.545576+00:00,,,7.76,,,11.64
DOOR-A1,Cold Room A,pintu,2026-05-07T08:37:56.549324+00:00,,,,0,,8.52
DOOR-B1,Cold Room B,pintu,2026-05-07T08:37:56.551726+00:00,,,,0,,19.82
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:37:56.554228+00:00,,,,,12.76,180.75
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:37:56.555985+00:00,,,,,67.85,29.39
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:03.543398+00:00,-21.02,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:03.543607+00:00,-19.95,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:03.543748+00:00,,86.45,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:03.543915+00:00,,88.61,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:03.544096+00:00,,,6.07,,,9.11
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:03.544280+00:00,,,5.11,,,7.67
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:03.544437+00:00,,,,0,,13.34
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:03.544572+00:00,,,,0,,18.78
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:03.544765+00:00,,,,,75.15,14.66
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:03.544931+00:00,,,,,60.85,27.26
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:06.559937+00:00,-19.67,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:06.560866+00:00,-20.61,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:06.565164+00:00,,94.39,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:06.566249+00:00,,86.4,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:06.567386+00:00,,,4.01,,,6.01
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:06.568297+00:00,,,1.23,,,1.84
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:06.572418+00:00,,,,0,,12.76
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:06.575267+00:00,,,,0,,9.63
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:06.575706+00:00,,,,,17.86,174.33
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:06.576599+00:00,,,,,72.79,21.41
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:13.545611+00:00,-20.92,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:13.546159+00:00,-19.95,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:13.546407+00:00,,93.23,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:13.546897+00:00,,85.02,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:13.547295+00:00,,,8.7,,,13.05
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:13.547628+00:00,,,8.98,,,13.47
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:13.548000+00:00,,,,0,,10.08
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:13.548235+00:00,,,,0,,13.28
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:13.548667+00:00,,,,,55.15,26.27
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:13.548924+00:00,,,,,78.01,19.54
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:16.586287+00:00,-18.28,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:16.588608+00:00,-19.68,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:16.591659+00:00,,90.79,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:16.592340+00:00,,93.4,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:16.593254+00:00,,,4.45,,,6.68
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:16.594165+00:00,,,2.21,,,3.31
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:16.595030+00:00,,,,0,,11.78
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:16.598503+00:00,,,,0,,18.49
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:16.599467+00:00,,,,,72.77,16.31
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:16.600865+00:00,,,,,58.81,27.25
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:23.549821+00:00,-21.13,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:23.549993+00:00,-21.21,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:23.550143+00:00,,90.59,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:23.550318+00:00,,88.24,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:23.550471+00:00,,,7.61,,,11.42
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:23.550619+00:00,,,0.68,,,1.02
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:23.550759+00:00,,,,0,,7.88
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:23.550894+00:00,,,,0,,11.11
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:23.551042+00:00,,,,,63.37,22.41
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:23.551199+00:00,,,,,12.17,177.58
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:26.602705+00:00,-19.83,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:26.604110+00:00,-19.42,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:26.608375+00:00,,92.05,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:26.616457+00:00,,88.46,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:26.623302+00:00,,,3.1,,,4.65
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:26.626487+00:00,,,1.42,,,2.13
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:26.631019+00:00,,,,0,,18.97
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:26.636407+00:00,,,,0,,11.6
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:26.640615+00:00,,,,,65.72,21.14
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:26.644060+00:00,,,,,53.99,23.26
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:33.552086+00:00,-20.24,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:33.552497+00:00,-18.79,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:33.552899+00:00,,87.86,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:33.553235+00:00,,85.77,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:33.553689+00:00,,,7.84,,,11.76
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:33.554199+00:00,,,3.96,,,5.94
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:33.554530+00:00,,,,0,,16.03
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:33.554862+00:00,,,,1,,190.63
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:33.555191+00:00,,,,,52.23,25.59
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:33.555512+00:00,,,,,56.72,23.12
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:36.649619+00:00,-18.02,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:36.651787+00:00,-21.76,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:36.656082+00:00,,88.98,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:36.657062+00:00,,92.58,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:36.659324+00:00,,,6.39,,,9.58
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:36.665309+00:00,,,9.01,,,13.52
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:36.665781+00:00,,,,0,,13.32
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:36.667255+00:00,,,,0,,12.79
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:36.668682+00:00,,,,,71.73,27.32
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:36.671175+00:00,,,,,50.06,26.56
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:43.556361+00:00,-20.85,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:43.556796+00:00,-18.44,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:43.557101+00:00,,91.38,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:43.557322+00:00,,88.31,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:43.557590+00:00,,,4.63,,,6.95
NH3-B1,Cold Room B,amonia,2026-05-07T08:38:43.557904+00:00,,,4.98,,,7.47
DOOR-A1,Cold Room A,pintu,2026-05-07T08:38:43.558167+00:00,,,,0,,12.21
DOOR-B1,Cold Room B,pintu,2026-05-07T08:38:43.558531+00:00,,,,0,,13.46
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:38:43.558805+00:00,,,,,54.68,13.25
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:38:43.559040+00:00,,,,,79.62,14.66
TEMP-A1,Cold Room A,suhu,2026-05-07T08:38:46.677755+00:00,-19.33,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:38:46.682072+00:00,-18.49,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:38:46.685310+00:00,,92.89,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:38:46.686433+00:00,,88.84,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:38:46.689066+00:00,,,6.55,,,9.82
